File_ID,Tumor,Num_FP,FP_ID,Centroid,R_Pixel,R_MM
FELIX1009_VENOUS,colon_tumor,2,2,"(147.72062084257206, 281.86548410938656, 268.1419068736142)",12.467713461149872,8.643992098161013
FELIX1009_VENOUS,liver_tumor,1,1,"(205.9500594530321, 184.56956004756242, 481.62663495838285)",8.445192378054214,5.855137464525719
FELIX1009_VENOUS,pancreas_tumor,1,1,"(340.04303278688525, 275.5362021857924, 390.9590163934426)",10.159162506559955,7.04345032505574
FELIX1010_VENOUS,liver_tumor,1,1,"(123.85454545454546, 214.98181818181817, 426.76363636363635)",3.4025024372898205,2.470550952018105
FELIX1011_ARTERIAL,liver_tumor,3,1,"(159.5952380952381, 253.26190476190476, 392.2857142857143)",4.936820184470645,3.195103296593562
FELIX1011_ARTERIAL,liver_tumor,3,2,"(188.35380116959064, 270.9561403508772, 321.20175438596493)",11.369376991742458,7.358245297408265
FELIX1011_ARTERIAL,liver_tumor,3,3,"(233.46808510638297, 210.80851063829786, 457.5159574468085)",10.250856656051196,6.634340460218556
FELIX1011_VENOUS,liver_tumor,1,1,"(195.03438395415472, 124.6647564469914, 282.44699140401144)",6.299209089641602,4.040713061724562
FELIX1011_VENOUS,pancreas_tumor,1,1,"(342.0402298850575, 243.01724137931035, 268.8448275862069)",7.928918643143567,5.086112346927105
FELIX1012_ARTERIAL,colon_tumor,1,1,"(89.48514851485149, 164.7029702970297, 319.5222772277228)",8.333254945612431,5.374179995488984
FELIX1012_VENOUS,colon_tumor,1,1,"(430.2103896103896, 228.36883116883118, 170.4233766233766)",10.332001377854333,6.615719591604107
FELIX1012_VENOUS,kidney_tumor,3,1,"(387.0263157894737, 306.63157894736844, 129.0)",3.789792330580819,2.4266550547771333
FELIX1012_VENOUS,kidney_tumor,3,2,"(390.31960784313725, 315.7274509803922, 145.01764705882354)",10.309589156977635,6.601368744820143
FELIX1012_VENOUS,kidney_tumor,3,3,"(393.0, 321.8333333333333, 161.0)",4.485398810155486,2.872061249247132
FELIX1012_VENOUS,liver_tumor,1,1,"(136.89027027027026, 135.30378378378379, 442.5113513513514)",10.98334919180664,7.032786366580446
FELIX1013_ARTERIAL,liver_tumor,6,1,"(93.10909090909091, 245.56969696969696, 244.35454545454544)",6.182757245960879,3.6467678581836105
FELIX1013_ARTERIAL,liver_tumor,6,2,"(106.73160173160173, 218.11688311688312, 238.6103896103896)",7.917510111352962,4.669974938736001
FELIX1013_ARTERIAL,liver_tumor,6,3,"(181.57952468007312, 214.6709323583181, 295.617915904936)",11.61519898694854,6.850978074496246
FELIX1013_ARTERIAL,liver_tumor,6,4,"(250.52580071174378, 214.27046263345196, 394.27846975088966)",15.907050274184732,9.38243527130302
FELIX1013_ARTERIAL,liver_tumor,6,5,"(257.4079754601227, 178.1319018404908, 331.66564417177915)",11.189237666152096,6.599733849353052
FELIX1013_ARTERIAL,liver_tumor,6,6,"(272.0625, 198.875, 386.25)",5.43367369666554,3.204936859166312
FELIX1014_ARTERIAL,liver_tumor,1,1,"(197.4148148148148, 270.1111111111111, 400.93333333333334)",4.589747612918804,2.826902706698932
FELIX1014_VENOUS,liver_tumor,2,1,"(117.46840148698885, 329.34200743494426, 359.9442379182156)",5.775571639224531,3.4204320132147235
FELIX1014_VENOUS,liver_tumor,2,2,"(123.5, 340.2857142857143, 351.85714285714283)",5.197121925680816,3.077860222605705
FELIX1015_ARTERIAL,colon_tumor,1,1,"(113.11926605504587, 230.39633027522936, 252.05504587155963)",7.308188084720634,4.380388145279976
FELIX1015_ARTERIAL,liver_tumor,10,1,"(90.80794701986756, 205.19426048565123, 500.05960264900665)",6.871374451539049,4.118570409022516
FELIX1015_ARTERIAL,liver_tumor,10,2,"(117.0, 166.13888888888889, 496.875)",6.763509910720959,4.053918466513885
FELIX1015_ARTERIAL,liver_tumor,10,3,"(140.19367279300994, 350.6188611027418, 444.03253992166316)",32.91372621886108,19.727857914264543
FELIX1015_ARTERIAL,liver_tumor,10,4,"(167.37280701754386, 304.10087719298247, 542.703947368421)",10.931652720668996,6.5522235376029645
FELIX1015_ARTERIAL,liver_tumor,10,5,"(177.53333333333333, 229.6769230769231, 558.9538461538461)",8.871813841429404,5.317595514458317
FELIX1015_ARTERIAL,liver_tumor,10,6,"(198.00564971751413, 285.8267419962335, 582.8757062146892)",13.165159920579985,7.890945030190488
FELIX1015_ARTERIAL,liver_tumor,10,7,"(222.21875, 219.11607142857142, 588.0133928571429)",10.394243851361631,6.230110941020512
FELIX1015_ARTERIAL,liver_tumor,10,8,"(252.61943319838056, 223.8825910931174, 579.995951417004)",11.227244879426085,6.729395823407203
FELIX1015_ARTERIAL,liver_tumor,10,9,"(255.0, 213.0, 573.0)",4.589747612918804,2.751006925436174
FELIX1015_ARTERIAL,liver_tumor,10,10,"(285.4809384164223, 166.6041055718475, 575.9120234604105)",13.46673584846651,8.071703872752
FELIX1015_VENOUS,liver_tumor,4,1,"(98.11446740858506, 199.664546899841, 317.22734499205086)",7.665863766660526,4.594772107332086
FELIX1015_VENOUS,liver_tumor,4,2,"(141.82045385779122, 343.6213615733737, 259.7135854765507)",28.71230352678784,17.209605518414854
FELIX1015_VENOUS,liver_tumor,4,3,"(150.57983193277312, 153.76470588235293, 353.5966386554622)",6.346977428359681,3.804256864115603
FELIX1015_VENOUS,liver_tumor,4,4,"(292.8857142857143, 166.0, 398.48571428571427)",11.196859765012054,6.711183567040887
FELIX1016_VENOUS,liver_tumor,1,1,"(174.67065868263472, 162.58383233532933, 282.1616766467066)",6.207637824879416,3.713353284955768
FELIX1016_VENOUS,pancreas_tumor,1,1,"(225.7446102819237, 239.32669983416253, 265.62935323383084)",9.523428328836,5.696829432798122
FELIX1018_VENOUS,colon_tumor,4,1,"(134.25076687116564, 298.96242331288346, 150.3680981595092)",9.774699440442047,6.123171245771817
FELIX1018_VENOUS,colon_tumor,4,2,"(139.46699029126214, 292.95436893203885, 121.7126213592233)",11.384132851250335,7.131369650550604
FELIX1018_VENOUS,colon_tumor,4,3,"(140.74666666666667, 294.164, 190.232)",11.723889626951578,7.34420370567485
FELIX1018_VENOUS,colon_tumor,4,4,"(143.0, 307.5, 133.5)",3.2515564208357337,2.036874576182947
FELIX1018_VENOUS,hepatic_vessel_tumor,2,1,"(128.16176470588235, 272.61764705882354, 286.8382352941176)",3.1901915940108525,1.9984337683192035
FELIX1018_VENOUS,hepatic_vessel_tumor,2,2,"(128.91666666666666, 273.5, 296.4166666666667)",3.2515564208357337,2.036874576182947
FELIX1018_VENOUS,liver_tumor,6,1,"(119.81280258203336, 299.0661646046261, 420.2452931683701)",11.001131223704654,6.89144569512252
FELIX1018_VENOUS,liver_tumor,6,2,"(116.40625, 291.51875, 301.2)",6.119663483891738,3.833544724999857
FELIX1018_VENOUS,liver_tumor,6,3,"(132.97260273972603, 270.9651307596513, 289.83810709838104)",11.993791141272409,7.513278284565927
FELIX1018_VENOUS,liver_tumor,6,4,"(163.7363834422658, 253.9520697167756, 534.0457516339869)",10.955573262414418,6.862906792183552
FELIX1018_VENOUS,liver_tumor,6,5,"(178.71951219512195, 208.4268292682927, 486.1463414634146)",8.37430612507699,5.245921962183962
FELIX1018_VENOUS,liver_tumor,6,6,"(216.63934426229508, 199.66666666666666, 505.9836065573771)",9.230211698299136,5.782087439903519
FELIX1018_VENOUS,lung_tumor,18,1,"(389.1108179419525, 311.5382585751979, 508.1451187335092)",4.489350705424529,2.8122668445340704
FELIX1018_VENOUS,lung_tumor,18,2,"(391.04651162790697, 302.9418604651163, 514.4186046511628)",4.975694384908111,3.1169274279025605
FELIX1018_VENOUS,lung_tumor,18,3,"(398.5, 316.5, 498.5)",3.126370567187088,1.9584543215132937
FELIX1018_VENOUS,lung_tumor,18,4,"(403.13793103448273, 301.2701149425287, 512.4137931034483)",7.203900672673422,4.512744123241839
FELIX1018_VENOUS,lung_tumor,18,5,"(403.0, 309.5, 504.5)",3.744938504039213,2.345944231312304
FELIX1018_VENOUS,lung_tumor,18,6,"(408.5, 293.4375, 514.4375)",4.630930256838134,2.9009566138192784
FELIX1018_VENOUS,lung_tumor,18,7,"(408.5, 299.5, 510.5)",2.9902658734369907,1.873194170829061
FELIX1018_VENOUS,lung_tumor,18,8,"(408.5, 303.5, 509.0)",4.152830592077073,2.6014603338860223
FELIX1018_VENOUS,lung_tumor,18,9,"(410.5, 297.5, 512.0)",4.2431376717882205,2.6580314558060545
FELIX1018_VENOUS,lung_tumor,18,10,"(410.5, 301.5, 510.5)",3.1901915940108525,1.9984337683192035
FELIX1018_VENOUS,lung_tumor,18,11,"(410.5, 305.5, 504.5)",3.2515564208357337,2.036874576182947
FELIX1018_VENOUS,lung_tumor,18,12,"(412.5, 295.5, 510.5)",3.310688545402854,2.073916750937981
FELIX1018_VENOUS,lung_tumor,18,13,"(412.5, 301.5, 507.5)",3.36778060192126,2.109680964555548
FELIX1018_VENOUS,lung_tumor,18,14,"(426.38271604938274, 295.29783950617286, 499.36574074074076)",14.810460553411934,9.277726312696576
FELIX1018_VENOUS,lung_tumor,18,15,"(427.5, 299.5, 492.5)",3.476492948582991,2.177781709667501
FELIX1018_VENOUS,lung_tumor,18,16,"(434.5, 289.5, 492.5)",4.445491011401585,2.7847917882496285
FELIX1018_VENOUS,lung_tumor,18,17,"(434.5, 292.5, 489.5)",3.578800915758598,2.2418705552263893
FELIX1018_VENOUS,lung_tumor,18,18,"(436.5, 292.5, 492.0)",4.152830592077073,2.6014603338860223
FELIX1019_VENOUS,colon_tumor,2,1,"(110.43912175648703, 230.08183632734531, 132.20359281437126)",7.105971430752254,4.9266420092650565
FELIX1019_VENOUS,colon_tumor,2,2,"(119.82285714285715, 218.61142857142858, 96.78857142857143)",10.409688515758871,7.217142546219406
FELIX1021_VENOUS,colon_tumor,1,1,"(118.27008928571429, 273.15401785714283, 119.72879464285714)",8.625419342138814,4.962665091617759
FELIX1021_VENOUS,pancreas_tumor,1,1,"(406.57619738751816, 321.4600870827286, 275.44267053701014)",7.902247403410707,4.546585595281805
FELIX1023_VENOUS,liver_tumor,2,1,"(204.65641025641025, 145.92307692307693, 262.1384615384615)",5.188268208492401,3.1589159796977047
FELIX1023_VENOUS,liver_tumor,2,2,"(230.65612648221344, 149.92885375494072, 300.4150197628459)",7.129532516379226,4.34086930141744
FELIX1023_VENOUS,pancreas_tumor,1,1,"(358.0125, 287.98229166666664, 290.059375)",8.826082030068797,5.373826186793966
FELIX1024_VENOUS,liver_tumor,1,1,"(71.55882352941177, 275.4313725490196, 399.29411764705884)",4.180333582940752,2.5155450539564463
FELIX1024_VENOUS,pancreas_tumor,1,1,"(226.4816033502842, 235.38109482500747, 344.092132814837)",9.275754714694676,5.581750458739428
FELIX1025_VENOUS,liver_tumor,1,1,"(215.14750957854406, 162.4176245210728, 402.42528735632186)",7.203900672673422,4.882384598962953
FELIX1025_VENOUS,pancreas_tumor,1,1,"(227.309243697479, 257.4218487394958, 262.5831932773109)",7.525173839560702,5.100124852936832
FELIX1026_VENOUS,kidney_tumor,2,1,"(404.3727477477477, 331.0349099099099, 277.6756756756757)",8.5996716685324,5.466834678762631
FELIX1026_VENOUS,kidney_tumor,2,2,"(404.5, 330.0, 255.0)",3.059831741945869,1.945143363932991
FELIX1026_VENOUS,liver_tumor,20,1,"(117.18039215686275, 266.4627450980392, 210.98823529411766)",9.006255686992834,5.725301245583256
FELIX1026_VENOUS,liver_tumor,20,2,"(161.83022222222223, 224.6247901234568, 338.408)",27.915772090472995,17.74613227468439
FELIX1026_VENOUS,liver_tumor,20,3,"(129.78488372093022, 243.8546511627907, 159.5581395348837)",7.898422500875398,5.021048674835464
FELIX1026_VENOUS,liver_tumor,20,4,"(149.75954738330975, 286.34299858557284, 404.69448373408767)",17.171860553454735,10.916198477205704
FELIX1026_VENOUS,liver_tumor,20,5,"(133.16666666666666, 253.76666666666668, 119.9)",8.019027705431855,5.097717731529929
FELIX1026_VENOUS,liver_tumor,20,6,"(139.15346534653466, 216.0891089108911, 205.5742574257426)",12.652335033837517,8.043123807087207
FELIX1026_VENOUS,liver_tumor,20,7,"(138.5, 308.0, 381.0)",3.2515564208357337,2.067023263972083
FELIX1026_VENOUS,liver_tumor,20,8,"(146.31034482758622, 185.60344827586206, 274.6551724137931)",9.07634609885308,5.769857911113691
FELIX1026_VENOUS,liver_tumor,20,9,"(156.35333333333332, 203.26, 239.48)",12.903810207421492,8.202987259180064
FELIX1026_VENOUS,liver_tumor,20,10,"(215.05797101449275, 159.731884057971, 303.9130434782609)",10.282565208240634,6.536654680985186
FELIX1026_VENOUS,liver_tumor,20,11,"(228.9090909090909, 195.67532467532467, 386.04545454545456)",17.42869492005005,11.07946878287784
FELIX1026_VENOUS,liver_tumor,20,12,"(276.859, 190.2695, 411.7005)",26.505459106368857,16.84959247333108
FELIX1026_VENOUS,liver_tumor,20,13,"(279.524926686217, 116.5674486803519, 278.3049853372434)",18.98082209399017,12.066160250575903
FELIX1026_VENOUS,liver_tumor,20,14,"(285.0, 178.5, 396.0)",4.009513852715927,2.5488588657649647
FELIX1026_VENOUS,liver_tumor,20,15,"(310.74163385826773, 173.9345472440945, 357.0147637795276)",28.555653964147965,18.152906922851265
FELIX1026_VENOUS,liver_tumor,20,16,"(323.45364238410593, 160.78476821192052, 299.20529801324506)",19.44641285719425,12.362137565583096
FELIX1026_VENOUS,liver_tumor,20,17,"(340.1666666666667, 174.5, 325.0)",5.368201373637897,3.4125802197042656
FELIX1026_VENOUS,liver_tumor,20,18,"(350.7760416666667, 174.40625, 316.796875)",13.77301937291143,8.755545890736476
FELIX1026_VENOUS,liver_tumor,20,19,"(361.0, 191.26433121019107, 367.68152866242036)",16.50684587889349,10.493446839130913
FELIX1026_VENOUS,liver_tumor,20,20,"(384.3457943925234, 172.0728971962617, 302.5233644859813)",20.038655269846185,12.738627678754144
FELIX1028_VENOUS,hepatic_vessel_tumor,1,1,"(151.31176470588235, 249.02058823529413, 310.47352941176473)",4.329756131548022,2.6157289642696626
FELIX1028_VENOUS,liver_tumor,18,1,"(77.4983606557377, 221.05573770491804, 276.0098360655738)",6.022509516468265,3.6383694834525113
FELIX1028_VENOUS,liver_tumor,18,2,"(82.0727969348659, 289.40996168582376, 273.2528735632184)",7.203900672673422,4.352081519772906
FELIX1028_VENOUS,liver_tumor,18,3,"(90.4059405940594, 299.4752475247525, 252.28217821782178)",7.571264583496311,4.574016518597713
FELIX1028_VENOUS,liver_tumor,18,4,"(115.69364161849711, 189.80346820809248, 177.48554913294797)",7.91369995190444,4.780891475136026
FELIX1028_VENOUS,liver_tumor,18,5,"(155.03665109593965, 246.3178823811235, 329.198706431908)",31.03695002546469,18.750305254529923
FELIX1028_VENOUS,liver_tumor,18,6,"(143.50234741784038, 125.45070422535211, 329.4366197183099)",9.709298051911114,5.865663415096484
FELIX1028_VENOUS,liver_tumor,18,7,"(154.4911111111111, 173.56222222222223, 249.23333333333332)",13.115385683853525,7.923377938276115
FELIX1028_VENOUS,liver_tumor,18,8,"(152.18589743589743, 217.14102564102564, 349.40384615384613)",9.632723112930602,5.8194023140684
FELIX1028_VENOUS,liver_tumor,18,9,"(188.70674846625766, 176.30061349693253, 361.8)",29.72584822139341,17.958231322460843
FELIX1028_VENOUS,liver_tumor,18,10,"(170.9579831932773, 252.10084033613447, 396.6806722689076)",9.481124924580756,5.727817531889055
FELIX1028_VENOUS,liver_tumor,18,11,"(182.5413870246085, 137.97091722595079, 295.3020134228188)",15.214030570299562,9.19122907085957
FELIX1028_VENOUS,liver_tumor,18,12,"(234.450110864745, 165.77716186252772, 399.22117516629714)",31.416669267520778,18.97970446075762
FELIX1028_VENOUS,liver_tumor,18,13,"(231.64900662251657, 107.07505518763797, 333.2119205298013)",16.15690110022196,9.760844005221363
FELIX1028_VENOUS,liver_tumor,18,14,"(250.2, 120.74634146341464, 413.09268292682924)",12.7146628132598,7.681289841992842
FELIX1028_VENOUS,liver_tumor,18,15,"(257.34597156398104, 113.76777251184834, 377.50236966824644)",13.136170798950944,7.935934818140516
FELIX1028_VENOUS,liver_tumor,18,16,"(279.88957055214723, 115.68711656441718, 377.50306748466255)",12.315349581408574,7.440053348611878
FELIX1028_VENOUS,liver_tumor,18,17,"(285.8198924731183, 161.40591397849462, 418.64516129032256)",16.54530721358643,9.99549119775588
FELIX1028_VENOUS,liver_tumor,18,18,"(320.0620253164557, 152.45949367088608, 420.00632911392404)",15.029239169402196,9.07959132383884
FELIX1028_VENOUS,pancreas_tumor,1,1,"(411.54475138121546, 285.9226519337017, 283.7834254143646)",8.65420293481037,5.228250412144472
FELIX1029_ARTERIAL,liver_tumor,2,1,"(178.2655172413793, 232.09655172413792, 395.5655172413793)",5.922115607074863,4.000407909579841
FELIX1029_ARTERIAL,liver_tumor,2,2,"(238.60344827586206, 225.60344827586206, 441.2068965517241)",5.497605134632529,3.7136497366004058
FELIX1029_VENOUS,kidney_tumor,4,1,"(348.16213991769547, 346.8333333333333, 533.2469135802469)",12.02854155814778,8.017158720736816
FELIX1029_VENOUS,kidney_tumor,4,2,"(358.8676113360324, 330.6655870445344, 581.3732793522267)",15.237715643269558,10.156109472041235
FELIX1029_VENOUS,kidney_tumor,4,3,"(364.5, 330.5, 480.0)",3.059831741945869,2.03941239387513
FELIX1029_VENOUS,kidney_tumor,4,4,"(372.744399185336, 334.82077393075355, 505.8085539714868)",16.159644207422414,10.770585266323032
FELIX1030_VENOUS,kidney_tumor,8,1,"(352.9158977063011, 305.1112575797522, 548.1782230424466)",17.579849843091097,12.6504711816873
FELIX1030_VENOUS,kidney_tumor,8,2,"(360.11875, 330.7671875, 610.9734375)",14.74925960505731,10.61357663747795
FELIX1030_VENOUS,kidney_tumor,8,3,"(359.5, 342.5, 621.0)",2.9542350655280893,2.1258694410908525
FELIX1030_VENOUS,kidney_tumor,8,4,"(361.5, 321.5, 567.0)",3.059831741945869,2.20185687692382
FELIX1030_VENOUS,kidney_tumor,8,5,"(361.5, 340.5, 618.0)",3.158603463852939,2.2729330711293168
FELIX1030_VENOUS,kidney_tumor,8,6,"(363.5, 319.5, 567.0)",3.2515564208357337,2.3398220783767587
FELIX1030_VENOUS,kidney_tumor,8,7,"(363.5, 340.5, 621.0)",3.422999934344502,2.4631929402605564
FELIX1030_VENOUS,kidney_tumor,8,8,"(366.5, 335.5, 618.0)",3.65185775413814,2.627879173638198
FELIX1031_ARTERIAL,liver_tumor,4,1,"(111.77765056102588, 236.391573162354, 348.4513395923975)",14.62419420663051,8.091446170935674
FELIX1031_ARTERIAL,liver_tumor,4,2,"(186.70378619153675, 234.7683741648107, 455.1781737193764)",8.631832295685001,4.775921694571896
FELIX1031_ARTERIAL,liver_tumor,4,3,"(212.19142419601837, 163.16385911179174, 422.4624808575804)",11.194955213220762,6.1940764881761226
FELIX1031_ARTERIAL,liver_tumor,4,4,"(226.0958904109589, 184.60616438356163, 441.236301369863)",9.422334024996344,5.21329978873412
FELIX1031_VENOUS,kidney_tumor,18,1,"(412.0, 310.5, 516.0)",2.9542350655280893,1.6235652731454735
FELIX1031_VENOUS,kidney_tumor,18,2,"(414.14285714285717, 312.04761904761904, 520.5)",7.495546864148367,4.1193436953840905
FELIX1031_VENOUS,kidney_tumor,18,3,"(412.0, 318.5, 525.0)",3.2515564208357337,1.7869648052526954
FELIX1031_VENOUS,kidney_tumor,18,4,"(412.0, 321.0, 528.0)",3.871143062226448,2.127472358766208
FELIX1031_VENOUS,kidney_tumor,18,5,"(412.0, 326.0, 537.0)",4.009513852715927,2.2035170895588974
FELIX1031_VENOUS,kidney_tumor,18,6,"(412.0, 334.0, 546.0)",4.138941422805501,2.2746468756199367
FELIX1031_VENOUS,kidney_tumor,18,7,"(420.1314741035857, 317.6215139442231, 541.1772908366534)",16.279430308318,8.946721276037776
FELIX1031_VENOUS,kidney_tumor,18,8,"(414.5, 318.5, 528.0)",3.339478586524188,1.8352843775904504
FELIX1031_VENOUS,kidney_tumor,18,9,"(414.5, 321.0, 532.5)",4.936820184470645,2.713138810380138
FELIX1031_VENOUS,kidney_tumor,18,10,"(414.5, 323.5, 537.0)",3.502632974822208,1.924949483151238
FELIX1031_VENOUS,kidney_tumor,18,11,"(414.5, 326.0, 540.0)",4.096704379531774,2.2514345735591634
FELIX1031_VENOUS,kidney_tumor,18,12,"(414.5, 342.0, 565.5)",5.266890276729509,2.894536135782076
FELIX1031_VENOUS,kidney_tumor,18,13,"(417.0, 323.5, 540.0)",4.260744253844965,2.3415863175600893
FELIX1031_VENOUS,kidney_tumor,18,14,"(418.35, 333.5, 558.75)",9.34643160488343,5.13653837454722
FELIX1031_VENOUS,kidney_tumor,18,15,"(417.0, 339.0, 564.0)",5.051670902881889,2.776257564938341
FELIX1031_VENOUS,kidney_tumor,18,16,"(425.0, 292.5, 547.5)",5.651248378088314,3.105768638266348
FELIX1031_VENOUS,kidney_tumor,18,17,"(425.0, 321.0, 549.0)",5.214739422874486,2.865875479671164
FELIX1031_VENOUS,kidney_tumor,18,18,"(427.5, 303.2857142857143, 544.1428571428571)",8.844431525778047,4.860653119151645
FELIX1031_VENOUS,pancreas_tumor,1,1,"(247.5216894977169, 224.53824200913243, 612.1232876712329)",10.785879956508175,5.927619078806165
FELIX1032_VENOUS,kidney_tumor,1,1,"(326.8829787234043, 292.4148936170213, 631.9787234042553)",6.457635040206935,4.223599277241422
FELIX1032_VENOUS,pancreas_tumor,1,1,"(362.48979591836735, 300.7755102040816, 674.7857142857143)",8.24991681203272,5.395836473825666
FELIX1033_ARTERIAL,liver_tumor,8,1,"(102.97394540942928, 261.8771712158809, 417.3722084367246)",8.32637364194984,4.596601870102446
FELIX1033_ARTERIAL,liver_tumor,8,2,"(111.18032786885246, 261.3387978142076, 366.12295081967216)",8.063332625014581,4.451389214227071
